Uniprot_Id,Protein_Name,Gene_Name,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20
O00625,"Pirin, EC 1.13.11.24 (Probable quercetin 2,3-dioxygenase PIR, Probable quercetinase)",PIR,0.5442104643,0.5320938306,0.5344523254,0.5047909491,0.442880358,0.3305680228,0.3988218403,0.3644133057,0.537589768,0.4466336935,0.4054433576,0.3743991464,0.3607267723,0.4070258805,0.3079462158,0.4098166908,0.3060765771,0.4098166908,0.4278603458,0.4244580549
O00748,"Cocaine esterase, EC 3.1.1.84 (Carboxylesterase 2, CE-2, hCE-2, EC 3.1.1.1) (Methylumbelliferyl-acetate deacetylase 2, EC 3.1.1.56)",CES2,0.4518599596,0.4169993049,0.5886907281,0.5672807999,0.3674258662,0.3910880205,0.3393210513,0.4075424426,0.4219481009,0.4029274519,0.4696134204,0.5800491391,0.4094705716,0.4098166908,0.420072408,0.3999259738,0.420072408,0.3999259738,0.3756476587,0.3359531363
O00764,"Pyridoxal kinase, EC 2.7.1.35 (Pyridoxine kinase)",PDXK,0.4676275193,0.4538525306,0.4813822931,0.4608624442,0.4350485011,0.4091185008,0.4062901336,0.4105148807,0.4205928694,0.4162516546,0.4252384392,0.4248370107,0.312223399,0.3823154552,0.29281774,0.2705716051,0.29281774,0.2705716051,0.1442587342,0.30810886
O14579,"Coatomer subunit epsilon (Epsilon-coat protein, Epsilon-COP)",COPE,0.4688616656,0.4601539928,0.5097081399,0.4427280778,0.4217206042,0.4113463671,0.3203330338,0.3722940072,0.3959354959,0.4082870144,0.3342491176,0.3479399624,0.3564327987,0.3678599293,0.3727452358,0.361027648,0.3710630741,0.3610451534,0.4134868058,0.3925528043
O14607,"Histone demethylase UTY, EC 1.14.11.68 (Ubiquitously-transcribed TPR protein on the Y chromosome) (Ubiquitously-transcribed Y chromosome tetratricopeptide repeat protein) ([histone H3]-trimethyl-L-lysine(27) demethylase UTY)",UTY,0.4215982876,0.390503077,0.4546842222,0.4566110172,0.4571270662,0.4399062779,0.4366529835,0.4147632293,0.4247244024,0.4029521732,0.4039639623,0.3988856666,0.3805468598,0.3837417954,0.4098166908,0.3936237933,0.4098166908,0.3936237933,0.4070828316,0.3870266983
O14645,"Axonemal dynein light intermediate polypeptide 1 (Inner dynein arm light chain, axonemal) (hp28)",DNALI1,0.4515796164,0.4399012498,0.5169927529,0.4605642461,0.4290241705,0.4119098123,0.4046855485,0.414947833,0.4833351522,0.4769564212,0.3679489956,0.3897101737,0.3508112226,0.3687382048,0.3588971501,0.3568443315,0.3595884232,0.3568730796,0.3583588369,0.3568348043
O14744,"Protein arginine N-methyltransferase 5, PRMT5, EC 2.1.1.320 (72 kDa ICln-binding protein) (Histone-arginine N-methyltransferase PRMT5) (Jak-binding protein 1) (Shk1 kinase-binding protein 1 homolog, SKB1 homolog, SKB1Hs) [Cleaved into: Protein arginine N-methyltransferase 5, N-terminally processed ]",PRMT5,0.4863254453,0.4240300493,0.4787235478,0.48062315,0.4174870322,0.4021463493,0.2982538529,0.4353417737,0.3629350393,0.3276803443,0.4949455878,0.340899367,0.2780654494,0.3734667898,0.4346851426,0.3657837242,0.4346851426,0.3657837242,0.4271026393,0.3705150798
O14745,"Na(+)/H(+) exchange regulatory cofactor NHE-RF1, NHERF-1 (Ezrin-radixin-moesin-binding phosphoprotein 50, EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1)",SLC9A3R1,0.4473598973,0.4415361063,0.4886455622,0.4749870411,0.4478487534,0.4218272209,0.4391450826,0.4200731263,0.3677137002,0.3631605862,0.4769386689,0.4764957841,0.3829550522,0.3861168144,0.3898592728,0.3995602553,0.3898592728,0.3995602553,0.3919548689,0.3954321711
O14773,"Tripeptidyl-peptidase 1, TPP-1, EC 3.4.14.9 (Cell growth-inhibiting gene 1 protein) (Lysosomal pepstatin-insensitive protease, LPIC) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase I, TPP-I)",TPP1,0.4839764424,0.4586859365,0.5202048476,0.489828042,0.4061670473,0.3916608266,0.3850964657,0.3580379096,0.4114087055,0.4328299213,0.4524314718,0.4379346916,0.398163824,0.408224676,0.4257454068,0.3711846916,0.4257454068,0.3711846916,0.4002147827,0.3790037217
O14818,Proteasome subunit alpha type-7 (Proteasome subunit RC6-1) (Proteasome subunit XAPC7),PSMA7,0.4137704327,0.3787798679,0.4823289131,0.4538727456,0.4076070898,0.3845760556,0.4023931375,0.3941225004,0.4221584609,0.4267085991,0.457606174,0.4602615329,0.3942281935,0.4120262917,0.4072697955,0.4019298324,0.4072697955,0.4019298324,0.4501381886,0.4171902707
O14880,"Microsomal glutathione S-transferase 3, Microsomal GST-3 (Glutathione peroxidase MGST3, EC 1.11.1.-) (LTC4 synthase MGST3, EC 4.4.1.20) (Microsomal glutathione S-transferase III, Microsomal GST-III)",MGST3,0.4638063555,0.4365973664,0.5088841443,0.4795917703,0.3983908589,0.369025731,0.4057272923,0.3810847979,0.3994295242,0.4807871282,0.46671507,0.4649125413,0.416841894,0.4044552813,0.4139060893,0.3896173075,0.4139060893,0.3896173075,0.3625680893,0.3773596813
O14949,Cytochrome b-c1 complex subunit 8 (Complex III subunit 8) (Complex III subunit VIII) (Ubiquinol-cytochrome c reductase complex 9.5 kDa protein) (Ubiquinol-cytochrome c reductase complex ubiquinone-binding protein QP-C),UQCRQ,0.383543701,0.3418864685,0.4180082632,0.3499014925,0.2966298224,0.3041660465,0.4128377169,0.3845840083,0.4046828292,0.3830789594,0.3971765686,0.4186003497,0.4205267343,0.4112875177,0.421191164,0.4098888802,0.421191164,0.4098888802,0.4469750411,0.4097445014
O14975,"Very long-chain acyl-CoA synthetase, VLACS, VLCS, EC 6.2.1.- (Arachidonate--CoA ligase, EC 6.2.1.15) (Fatty acid transport protein 2, FATP-2) (Fatty-acid-coenzyme A ligase, very long-chain 1) (Long-chain-fatty-acid--CoA ligase, EC 6.2.1.3) (Phytanate--CoA ligase, EC 6.2.1.24) (Solute carrier family 27 member 2) (THCA-CoA ligase, EC 6.2.1.7) (Very long-chain-fatty-acid-CoA ligase)",SLC27A2,0.4771970525,0.4695545196,0.4936032858,0.4661826027,0.3387982297,0.3259104471,0.4095752385,0.4100363887,0.5000724203,0.4947254794,0.4100487024,0.417655115,0.3465987891,0.3344301299,0.3915985908,0.3907367305,0.3915985908,0.3907367305,0.4103720412,0.4095969929
O15127,"Secretory carrier-associated membrane protein 2, Secretory carrier membrane protein 2",SCAMP2,0.4637995316,0.5074951013,0.4962614409,0.5301405097,0.4483005144,0.4391905922,0.5320530413,0.5274258395,0.4108268806,0.364981329,0.4170613354,0.408806501,0.3122436655,0.3395311355,0.3866366088,0.3454352931,0.3866366088,0.3454352931,0.388881304,0.3783789012
O15143,Actin-related protein 2/3 complex subunit 1B (Arp2/3 complex 41 kDa subunit) (p41-ARC),ARPC1B,0.4410527913,0.4407733716,0.4611443266,0.4611014337,0.4018129543,0.3844873966,0.4178204272,0.4217231696,0.3797214598,0.3928590064,0.4578570668,0.419053342,0.3761120926,0.3776842514,0.3660274339,0.3702186262,0.3664470252,0.3702186262,0.4320262948,0.4193566709
O15144,"Actin-related protein 2/3 complex subunit 2 (Arp2/3 complex 34 kDa subunit, p34-ARC)",ARPC2,0.3817281403,0.3463270143,0.4841655611,0.4233417616,0.401354113,0.432417821,4.10E-01,0.4065566751,0.4356407415,0.371502797,0.4610009227,0.4538296988,0.3831078967,0.4013194293,4.10E-01,0.3664915086,4.10E-01,0.3664915086,0.4312182558,0.4253308437
O15145,"Actin-related protein 2/3 complex subunit 3 (Arp2/3 complex 21 kDa subunit, p21-ARC)",ARPC3,0.4398794443,0.4015103951,0.4515280525,0.4272234681,0.4592525745,0.4538233367,0.4166918201,0.4029415614,0.3456623793,0.3461942309,0.4330134989,0.4305835843,0.323380945,0.3382544235,0.3565492791,0.3753244739,0.3565492791,0.3753244739,0.4326869791,0.4312141513
O15173,Membrane-associated progesterone receptor component 2 (Progesterone membrane-binding protein) (Steroid receptor protein DG6),PGRMC2,0.4265645282,0.4760183182,0.4994075801,0.4924372757,0.4074549123,0.4063853599,0.4288463698,0.4087603757,0.4412324695,0.4304978498,0.4047760546,0.4108730058,0.3878925606,0.3566855001,0.3937572949,0.390926978,0.3937572949,0.390926978,0.424906173,0.4125272564
O15195,Villin-like protein,VILL,0.5384519361,0.5202915056,0.5669081035,0.5509611734,0.4906013972,0.4343587255,0.4002261216,0.3857846508,0.3919188223,0.3937248687,0.4780658906,0.4920130668,0.3642723132,0.362184208,0.3821787724,0.3853254503,0.3821787724,0.3853254503,0.4706042674,0.4098166908
O15321,"Transmembrane 9 superfamily member 1 (MP70 protein family member, hMP70)",TM9SF1,0.4257326826,0.4200963172,0.5044081965,0.4374882667,0.4176659921,0.4109899865,0.4121813013,0.4065436943,0.4098166908,0.4140653351,0.3173260144,0.4249814922,0.3897419842,0.3830456609,0.4869193788,0.4000541395,0.4869193788,0.4000541395,0.400909022,0.3814076235
O15372,"Eukaryotic translation initiation factor 3 subunit H, eIF3h (Eukaryotic translation initiation factor 3 subunit 3) (eIF-3-gamma) (eIF3 p40 subunit)",EIF3H,0.5136366386,0.5040950166,0.4939772135,0.4948064424,0.501984644,0.5004121774,0.4204039559,0.3992294257,0.4826717486,0.4786025652,0.3723189425,0.3375175991,0.3011303464,0.3089989393,0.317016734,0.3258645976,0.317016734,0.3267366424,0.3946065337,0.3823104271
O15382,"Branched-chain-amino-acid aminotransferase, mitochondrial, BCAT(m), EC 2.6.1.42 (Placental protein 18, PP18)",BCAT2,0.3669089963,0.3686535477,0.4246779581,0.409206852,0.360591321,0.3875161702,0.4226773831,0.4201616827,0.3966945363,0.4002610106,0.5487819463,0.5243177961,0.4224652787,0.4114877701,0.4104265296,0.3884792085,0.4104265296,0.3884792085,0.4941065079,0.4005163158
O15511,"Actin-related protein 2/3 complex subunit 5 (Arp2/3 complex 16 kDa subunit, p16-ARC)",ARPC5,0.4241432845,0.4230898427,0.4574204928,0.4674393754,0.4382218074,0.3987517032,0.4272365001,0.4209719792,0.3990892028,0.3905071302,0.4533707035,0.4205441788,0.334517301,0.3386864311,0.3398313026,0.3367706158,0.3398313026,0.3367706158,0.4136661145,0.3933703833
O15533,"Tapasin, TPN, TPSN (NGS-17) (TAP-associated protein) (TAP-binding protein)",TAPBP,0.3733438575,0.3441135653,0.3732733612,0.3753685469,0.2132518902,0.285252245,0.3744323936,0.3413686238,0.386804233,0.3627930302,0.5428650838,0.5185999034,0.3828751154,0.4244929439,0.4844768427,0.4826407589,0.4844768427,0.4826407589,0.4157727521,0.4098166908
O43175,"D-3-phosphoglycerate dehydrogenase, 3-PGDH, EC 1.1.1.95 (2-oxoglutarate reductase, EC 1.1.1.399) (Malate dehydrogenase, EC 1.1.1.37)",PHGDH,0.6633299979,0.6030803272,0.6125968086,0.5995112875,0.4011785393,0.3361127534,0.4213362611,0.4184548422,0.4340685826,0.4458249362,0.4992884958,0.5241334489,0.3706957329,0.3640931993,0.2849750572,0.3221639354,0.2836142845,0.3221639354,0.3749058062,0.3896829295
O43240,"Kallikrein-10, EC 3.4.21.- (Normal epithelial cell-specific 1) (Protease serine-like 1)",KLK10,0.3877544926,0.3368014515,0.4098166908,0.4082865013,0.4489006561,0.399210955,0.4215469218,0.4139694674,0.4605252525,0.4925775499,0.4177048831,0.3591532794,0.3345431086,0.2390166809,0.4261754135,0.4526024791,0.4261754135,0.4526024791,0.3613461542,0.3366021739
O43242,26S proteasome non-ATPase regulatory subunit 3 (26S proteasome regulatory subunit RPN3) (26S proteasome regulatory subunit S3) (Proteasome subunit p58),PSMD3,0.565535838,0.425719394,0.5157831316,0.5217736714,0.474386335,0.4748580545,0.4226362346,0.4024629155,0.3451898902,0.4648168019,0.4019212128,0.4962117498,0.276608732,0.2739968817,0.2378671917,0.2800188216,0.226655927,0.2917590648,0.406613267,0.4130201145
O43252,"Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1, PAPS synthase 1, PAPSS 1 (Sulfurylase kinase 1, SK 1, SK1) [Includes: Sulfate adenylyltransferase, EC 2.7.7.4 (ATP-sulfurylase) (Sulfate adenylate transferase, SAT); Adenylyl-sulfate kinase, EC 2.7.1.25 (3'-phosphoadenosine-5'-phosphosulfate synthase) (APS kinase) (Adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenylylsulfate 3'-phosphotransferase) ]",PAPSS1,0.4229929231,0.4085663314,0.5333761031,0.4880435221,0.414355052,0.3854596702,0.4244446124,0.4114421066,0.4632871255,0.4548042813,0.4082386829,0.3836625801,0.3826786629,0.3597564483,0.4098166908,0.3926686563,0.4098166908,0.3926686563,0.4215770464,0.3919421014
O43390,"Heterogeneous nuclear ribonucleoprotein R, hnRNP R",HNRNPR,0.4490864912,0.4356312496,0.4719172216,0.4465794104,0.3629641818,0.3506385221,0.4217717063,0.4074037076,0.3958468368,0.4122296739,0.4589817232,0.4449824188,0.3817311674,0.3849413637,0.3867580532,0.3856154392,0.3867580532,0.3856154392,0.4383637748,0.4282054388
O43396,Thioredoxin-like protein 1 (32 kDa thioredoxin-related protein),TXNL1,0.4472947883,0.4401320815,0.464882937,0.4437538651,0.415033978,0.4056370427,0.3920559956,0.3805742387,0.4253495196,0.3982347307,0.4371755486,0.4358498701,0.3714736544,0.3702801436,0.4012834115,0.3932812143,0.4055999988,0.3932812143,0.4217092653,0.4139963388
