Uniprot_Id,Protein_Name,Gene_Name,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14
O14558,"Heat shock protein beta-6, HspB6 (Heat shock 20 kDa-like protein p20)",HSPB6,155120000,221410000,212670000,111530000,296300000,191010000,90911000,212680000,13781000,0,1501400,2005100,7214000,6006100
O14618,Copper chaperone for superoxide dismutase (Superoxide dismutase copper chaperone),CCS,24060000,0,29533000,25464000,0,24442000,248160000,24380000,1518700,0,53885000,23804000,65885000,28843000
O14672,"Disintegrin and metalloproteinase domain-containing protein 10, ADAM 10, EC 3.4.24.81 (CDw156) (Kuzbanian protein homolog) (Mammalian disintegrin-metalloprotease) (CD antigen CD156c)",ADAM10,17546000,73235000,55522000,35249000,36531000,10108000,1170200,61021000,1225300,1511600,0,835400,0,0
O14737,"Programmed cell death protein 5 (TF-1 cell apoptosis-related protein 19, Protein TFAR19)",PDCD5,71460000,74566000,77792000,73763000,57698000,37716000,11802000,76741000,2730700,6029200,30745000,15278000,38203000,44807000
O14744,"Protein arginine N-methyltransferase 5, PRMT5, EC 2.1.1.320 (72 kDa ICln-binding protein) (Histone-arginine N-methyltransferase PRMT5) (Jak-binding protein 1) (Shk1 kinase-binding protein 1 homolog, SKB1 homolog, SKB1Hs) [Cleaved into: Protein arginine N-methyltransferase 5, N-terminally processed ]",PRMT5,3708200,13612000,9819500,12204000,4747000,3020500,0,14236000,4922800,39908000,44148000,38479000,49880000,41435000
O14745,"Na(+)/H(+) exchange regulatory cofactor NHE-RF1, NHERF-1 (Ezrin-radixin-moesin-binding phosphoprotein 50, EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1)",SLC9A3R1,62510000,21960000,55177000,12787000,11044000,50062000,1144000,37211000,27499000,17716000,752090,0,1251300,902630
O14773,"Tripeptidyl-peptidase 1, TPP-1, EC 3.4.14.9 (Cell growth-inhibiting gene 1 protein) (Lysosomal pepstatin-insensitive protease, LPIC) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase I, TPP-I)",TPP1,128010000,137140000,184890000,290380000,232360000,98095000,103000000,127990000,96361000,55561000,0,0,0,0
O14818,Proteasome subunit alpha type-7 (Proteasome subunit RC6-1) (Proteasome subunit XAPC7),PSMA7,103110000,125660000,161750000,134230000,90994000,86132000,98003000,104470000,82388000,34145000,93645000,79501000,105760000,87730000
O14907,"Tax1-binding protein 3 (Glutaminase-interacting protein 3) (Tax interaction protein 1, TIP-1) (Tax-interacting protein 1)",TAX1BP3,31174000,70198000,41304000,36715000,46465000,30191000,31708000,36825000,6561700,0,0,0,8094000,0
O14980,"Exportin-1, Exp1 (Chromosome region maintenance 1 protein homolog)",XPO1,48305000,61272000,77480000,48015000,30244000,34352000,34729000,52680000,9313000,10868000,13865000,12437000,27522000,2456900
O15067,"Phosphoribosylformylglycinamidine synthase, FGAM synthase, FGAMS, EC 6.3.5.3 (Formylglycinamide ribonucleotide amidotransferase, FGAR amidotransferase, FGAR-AT) (Formylglycinamide ribotide amidotransferase) (Phosphoribosylformylglycineamide amidotransferase)",PFAS,14311000,15322000,20886000,5955700,12176000,10853000,0,14729000,0,1506400,28811000,34494000,38877000,42912000
O15143,Actin-related protein 2/3 complex subunit 1B (Arp2/3 complex 41 kDa subunit) (p41-ARC),ARPC1B,586960000,578400000,948480000,242070000,243370000,184370000,124640000,488500000,424300000,329720000,0,0,186550,0
O15144,"Actin-related protein 2/3 complex subunit 2 (Arp2/3 complex 34 kDa subunit, p34-ARC)",ARPC2,116480000,109210000,248420000,109090000,182850000,70759000,8143300,147970000,40152000,33641000,1276200,0,0,0
O15145,"Actin-related protein 2/3 complex subunit 3 (Arp2/3 complex 21 kDa subunit, p21-ARC)",ARPC3,203710000,18202000,449390016,243840000,142260000,236500000,99920000,219690000,922940,0,238110,415530,481650,663000
O15162,"Phospholipid scramblase 1, PL scramblase 1 (Ca(2+)-dependent phospholipid scramblase 1) (Erythrocyte phospholipid scramblase) (Mg(2+)-dependent nuclease, EC 3.1.-.-) (MmTRA1b)",PLSCR1,9358000,22911000,19758000,12382000,18144000,6797500,4427700,28464000,3788700,0,0,7730900,0,8029800
O15230,Laminin subunit alpha-5 (Laminin-10 subunit alpha) (Laminin-11 subunit alpha) (Laminin-15 subunit alpha),LAMA5,277940000,605160000,140880000,209850000,342670016,108750000,211360000,552910016,19010000,16358000,654940,371700,3428100,0
O15231,Zinc finger protein 185 (LIM domain protein ZNF185) (P1-A),ZNF185,4507100,8014400,13286000,8508600,6476700,679220,4234300,33041000,3546400,0,962360,0,0,0
O15247,Chloride intracellular channel protein 2 (XAP121),CLIC2,173560000,230960000,123100000,175700000,62055000,63554000,32161000,244990000,7733900,6455000,0,1894500,0,0
O15305,"Phosphomannomutase 2, PMM 2, EC 5.4.2.8",PMM2,6321900,10345000,0,5825800,11854000,4205700,0,17846000,3777300,5836200,2794200,2963700,3415300,1390300
O15371,"Eukaryotic translation initiation factor 3 subunit D, eIF3d (Eukaryotic translation initiation factor 3 subunit 7) (eIF-3-zeta) (eIF3 p66)",EIF3D,29610000,58131000,153350000,42765000,38351000,63142000,49521000,52131000,0,0,18228000,0,12896000,0
O15400,Syntaxin-7,STX7,33153000,35353000,53955000,52116000,60408000,23896000,18693000,96974000,50904000,57432000,13094000,5200900,7638700,10383000
O15498,"Synaptobrevin homolog YKT6, EC 2.3.1.-",YKT6,12383000,14114000,15078000,16196000,11584000,0,24502000,11635000,11213000,0,7891900,8565800,15259000,17473000
O15533,"Tapasin, TPN, TPSN (NGS-17) (TAP-associated protein) (TAP-binding protein)",TAPBP,169660000,70694000,84437000,8581100,23810000,59043000,3815400,94491000,12252000,43516000,0,0,0,0
O43143,"ATP-dependent RNA helicase DHX15, EC 3.6.4.13 (ATP-dependent RNA helicase #46) (DEAH box protein 15) (Splicing factor Prp43, hPrp43)",DHX15,49282000,72191000,88531000,60742000,58857000,50177000,95818000,74154000,27767000,69117000,0,0,0,0
O43169,Cytochrome b5 type B (Cytochrome b5 outer mitochondrial membrane isoform),CYB5B,50976000,62578000,60174000,75435000,51758000,45881000,19681000,74393000,12683000,18027000,7538400,6045400,5404200,5596900
O43175,"D-3-phosphoglycerate dehydrogenase, 3-PGDH, EC 1.1.1.95 (2-oxoglutarate reductase, EC 1.1.1.399) (Malate dehydrogenase, EC 1.1.1.37)",PHGDH,48962000,87977000,29984000,20202000,21612000,28705000,17870000,19767000,40079000,26072000,1193800,0,0,0
O43242,26S proteasome non-ATPase regulatory subunit 3 (26S proteasome regulatory subunit RPN3) (26S proteasome regulatory subunit S3) (Proteasome subunit p58),PSMD3,39256000,39980000,47484000,25600000,50319000,10736000,7533600,49727000,5916500,4192300,33655000,54862000,10421000,71743000
O43324,Eukaryotic translation elongation factor 1 epsilon-1 (Aminoacyl tRNA synthetase complex-interacting multifunctional protein 3) (Elongation factor p18) (Multisynthase complex auxiliary component p18),EEF1E1,0,20924000,27488000,25703000,11497000,16397000,14425000,27032000,8335600,0,2460600,0,2489100,0
O43390,"Heterogeneous nuclear ribonucleoprotein R, hnRNP R",HNRNPR,80791000,100250000,101670000,261410000,93113000,110450000,42769000,116720000,0,2454800,0,2012300,0,0
O43396,Thioredoxin-like protein 1 (32 kDa thioredoxin-related protein),TXNL1,75280000,99351000,96797000,88691000,67914000,72025000,7451300,106190000,6647300,52117000,75368000,98018000,63760000,64886000
O43399,"Tumor protein D54, hD54 (Tumor protein D52-like 2)",TPD52L2,64671000,114780000,157710000,71505000,137270000,56475000,48135000,157740000,15886000,12230000,695630,5630300,2211700,5945500
O43488,"Aflatoxin B1 aldehyde reductase member 2, EC 1.1.1.n11 (AFB1 aldehyde reductase 1, AFB1-AR 1) (Aldoketoreductase 7) (Succinic semialdehyde reductase, SSA reductase)",AKR7A2,79296000,98838000,116630000,98810000,59178000,72133000,43517000,81617000,8114000,2532800,35172000,76551000,35798000,58402000
O43491,"Band 4.1-like protein 2 (Erythrocyte membrane protein band 4.1-like 2) (Generally expressed protein 4.1, 4.1G)",EPB41L2,100600000,233480000,132340000,131960000,136170000,100290000,22434000,141550000,8104000,3671600,87934,0,0,0
O43504,"Ragulator complex protein LAMTOR5 (Hepatitis B virus X-interacting protein, HBV X-interacting protein, HBX-interacting protein) (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 5)",LAMTOR5,90274000,81783000,124440000,85635000,44542000,31257000,24908000,94761000,0,3054000,36410000,59398000,8521900,32010000
O43633,"Charged multivesicular body protein 2a (Chromatin-modifying protein 2a, CHMP2a) (Putative breast adenocarcinoma marker BC-2) (Vacuolar protein sorting-associated protein 2-1, Vps2-1, hVps2-1)",CHMP2A,12360000,11064000,13439000,13457000,3687600,0,10519000,11194000,0,0,4908300,8183900,4346100,9030900
O43670,"BUB3-interacting and GLEBS motif-containing protein ZNF207, BuGZ, hBuGZ (Zinc finger protein 207)",ZNF207,4092600,6857200,11832000,11623000,7840200,8044600,0,18451000,47975000,12102000,0,2637900,0,1410500
O43681,"ATPase GET3, EC 3.6.-.- (Arsenical pump-driving ATPase) (Arsenite-stimulated ATPase) (Guided entry of tail-anchored proteins factor 3, ATPase) (Transmembrane domain recognition complex 40 kDa ATPase subunit) (hARSA-I) (hASNA-I)",GET3,29083000,37590000,48236000,34823000,27735000,22116000,0,32225000,10987000,6076300,9215200,7205700,12251000,12951000
O43684,Mitotic checkpoint protein BUB3,BUB3,30451000,50999000,87684000,23163000,41680000,9645600,6918200,62632000,9493100,14467000,2746900,0,1385800,0
O43707,Alpha-actinin-4 (Non-muscle alpha-actinin 4),ACTN4,1707399936,2488100096,2295099904,2246099968,2147299968,1369299968,1255200000,2341900032,267210000,76723000,19832000,17096000,124920000,17853000
O43747,AP-1 complex subunit gamma-1 (Adaptor protein complex AP-1 subunit gamma-1) (Adaptor-related protein complex 1 subunit gamma-1) (Clathrin assembly protein complex 1 gamma-1 large chain) (Gamma1-adaptin) (Golgi adaptor HA1/AP1 adaptin subunit gamma-1),AP1G1,12516000,29890000,37882000,25001000,15573000,17150000,0,33954000,14016000,0,80556000,5592400,72197000,0
O43768,Alpha-endosulfine (ARPP-19e),ENSA,53950000,43775000,60539000,16842000,24058000,31226000,6222000,43716000,0,0,0,2881800,0,3044600
O43776,"Asparagine--tRNA ligase, cytoplasmic, EC 6.1.1.22 (Asparaginyl-tRNA synthetase, AsnRS) (Asparaginyl-tRNA synthetase 1)",NARS1,46511000,55680000,223940000,49402000,67873000,14642000,6553600,100020000,363000,393840,980080,1388800,0,6198600
O43795,"Unconventional myosin-Ib (MYH-1c) (Myosin I alpha, MMI-alpha, MMIa)",MYO1B,25923000,82379000,53023000,57517000,36654000,22111000,13748000,59259000,46085000,4764600,0,0,0,0
O43813,"Glutathione S-transferase LANCL1, EC 2.5.1.18 (40 kDa erythrocyte membrane protein, p40) (LanC-like protein 1)",LANCL1,93061000,173130000,137380000,205640000,86830000,282209984,211380000,132320000,5862100,0,102390000,44046000,59548000,47883000
O43852,Calumenin (Crocalbin) (IEF SSP 9302),CALU,40974000,29157000,118250000,36283000,44807000,30193000,25660000,75255000,11005000,17851000,0,607450,0,0
O43865,"S-adenosylhomocysteine hydrolase-like protein 1 (DC-expressed AHCY-like molecule) (IP(3)Rs binding protein released with IP(3), IRBIT) (Putative adenosylhomocysteinase 2) (S-adenosyl-L-homocysteine hydrolase 2, AdoHcyase 2)",AHCYL1,35891000,69240000,79593000,87801000,78533000,42731000,4790200,86047000,8615300,3990800,0,0,0,0
O43866,"CD5 antigen-like (Apoptosis inhibitor expressed by macrophages, hAIM) (CT-2) (IgM-associated peptide) (SP-alpha)",CD5L,10720000,17627000,32611000,11910000,30216000,37176000,24658000,16487000,92133000,15304000,9209200,9459400,28105000,26979000
O60234,"Glia maturation factor gamma, GMF-gamma",GMFG,25996000,25717000,36521000,33799000,15522000,0,59433000,31711000,31641000,11339000,5162100,3277500,6733200,0
O60264,"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5, SWI/SNF-related matrix-associated actin-dependent regulator of chromatin A5, EC 3.6.4.- (Sucrose nonfermenting protein 2 homolog, hSNF2H)",SMARCA5,10056000,14098000,14632000,10585000,10748000,10012000,8563500,11678000,0,5130500,11146000,2240100,0,4810300
O60437,Periplakin (190 kDa paraneoplastic pemphigus antigen) (195 kDa cornified envelope precursor protein),PPL,67617000,191590000,58248000,104670000,55017000,57305000,28723000,116350000,724710,700800,0,696400,0,93331
O60443,"Gasdermin-E (Inversely correlated with estrogen receptor expression 1, ICERE-1) (Non-syndromic hearing impairment protein 5) [Cleaved into: Gasdermin-E, N-terminal, GSDME-NT; Gasdermin-E, C-terminal, GSDME-CT ]",GSDME,32438000,1655000,40117000,2125000,3636200,1584500,0,2030400,27425000,501930,101840,0,123630,0
O60488,"Long-chain-fatty-acid--CoA ligase 4, EC 6.2.1.3 (Arachidonate--CoA ligase, EC 6.2.1.15) (Long-chain acyl-CoA synthetase 4, LACS 4)",ACSL4,36984000,43012000,44288000,48998000,29636000,29371000,19748000,50688000,28192000,20522000,1000200,0,1747400,0
O60506,"Heterogeneous nuclear ribonucleoprotein Q, hnRNP Q (Glycine- and tyrosine-rich RNA-binding protein, GRY-RBP) (NS1-associated protein 1) (Synaptotagmin-binding, cytoplasmic RNA-interacting protein)",SYNCRIP,53906000,228470000,248130000,67780000,192600000,122730000,60717000,243620000,6408600,3281600,111450,0,167950,0
O60610,"Protein diaphanous homolog 1 (Diaphanous-related formin-1, DRF1)",DIAPH1,58849000,36086000,43510000,42812000,51252000,24171000,28851000,55790000,2921100,0,7165900,14567000,15981000,10555000
O60664,"Perilipin-3 (47 kDa mannose 6-phosphate receptor-binding protein, 47 kDa MPR-binding protein) (Cargo selection protein TIP47) (Mannose-6-phosphate receptor-binding protein 1) (Placental protein 17, PP17)",PLIN3,95921000,85154000,128650000,65177000,111770000,68405000,70700000,111350000,30399000,23459000,25185000,23905000,17707000,24919000
O60684,Importin subunit alpha-7 (Karyopherin subunit alpha-6),KPNA6,15893000,28297000,20167000,23479000,21394000,13505000,7573200,27073000,20388000,0,4126600,5375000,6997100,7231800
O60701,"UDP-glucose 6-dehydrogenase, UDP-Glc dehydrogenase, UDP-GlcDH, UDPGDH, EC 1.1.1.22",UGDH,46197000,43732000,38801000,51614000,63567000,28554000,28409000,48617000,12501000,40527000,0,0,0,0
O60711,Leupaxin,LPXN,48008000,28854000,37265000,11508000,11074000,18914000,42764000,18438000,0,0,1232900,0,1441400,0
O60716,"Catenin delta-1 (Cadherin-associated Src substrate, CAS) (p120 catenin, p120(ctn)) (p120(cas))",CTNND1,58874000,139270000,68957000,126310000,46706000,68644000,77013000,92625000,4049300,16936000,0,0,0,0
O60749,"Sorting nexin-2 (Transformation-related gene 9 protein, TRG-9)",SNX2,61838000,45713000,97517000,77950000,51560000,50703000,37398000,81240000,19206000,35864000,7574400,16987000,10819000,17157000
O60763,"General vesicular transport factor p115 (Protein USO1 homolog) (Transcytosis-associated protein, TAP) (Vesicle-docking protein)",USO1,14324000,26560000,74071000,5518000,7513900,6816100,5404400,49619000,104480000,34255000,181080,162930,107810,71286
O60784,Target of Myb protein 1,TOM1,49492000,61042000,108630000,65706000,56135000,65528000,29925000,59365000,0,0,0,1247300,0,2125800
O60832,"H/ACA ribonucleoprotein complex subunit DKC1, EC 5.4.99.- (CBF5 homolog) (Dyskerin) (Nopp140-associated protein of 57 kDa) (Nucleolar protein NAP57) (Nucleolar protein family A member 4) (snoRNP protein DKC1)",DKC1,7074100,5474500,14570000,4068100,7288100,2644300,0,18342000,10205000,4255900,0,0,0,3366400
O60888,Protein CutA (Acetylcholinesterase-associated protein) (Brain acetylcholinesterase putative membrane anchor),CUTA,56966000,74289000,93953000,39961000,54644000,64066000,66193000,83394000,16782000,0,23174000,20213000,19252000,29976000
O75083,"WD repeat-containing protein 1 (Actin-interacting protein 1, AIP1) (NORI-1)",WDR1,383209984,267330000,515590016,303680000,276870016,233110000,185640000,246470000,16223000,5521200,26228000,11810000,28463000,14216000
O75122,"CLIP-associating protein 2 (Cytoplasmic linker-associated protein 2) (Protein Orbit homolog 2, hOrbit2)",CLASP2,5653000,15503000,112630000,35864000,13584000,20617000,0,21864000,2736600,0,107430000,172460000,28048000,165650000
O75131,Copine-3 (Copine III),CPNE3,67854000,169300000,115850000,133840000,87006000,70420000,19583000,113710000,19061000,87164000,0,0,0,0
O75347,"Tubulin-specific chaperone A (TCP1-chaperonin cofactor A) (Tubulin-folding cofactor A, CFA)",TBCA,47094000,81312000,74681000,48758000,55338000,50357000,15110000,127950000,0,0,6275500,25831000,7877000,30416000
O75348,"V-type proton ATPase subunit G 1, V-ATPase subunit G 1 (V-ATPase 13 kDa subunit 1) (Vacuolar proton pump subunit G 1) (Vacuolar proton pump subunit M16)",ATP6V1G1,133640000,89736000,273790016,91655000,121100000,56457000,25472000,97064000,66825000,60572000,57735000,40178000,70617000,36413000
O75367,"Core histone macro-H2A.1, Histone macroH2A1, mH2A1 (Histone H2A.y, H2A/y) (Medulloblastoma antigen MU-MB-50.205)",MACROH2A1,650350016,723569984,803470016,538110016,460430016,400820000,282100000,571150016,111840000,42561000,0,0,0,0
O75368,SH3 domain-binding glutamic acid-rich-like protein,SH3BGRL,130570000,168530000,235810000,186560000,207670000,203700000,207530000,172020000,15634000,13884000,32594000,20620000,51638000,31045000
O75369,"Filamin-B, FLN-B (ABP-278) (ABP-280 homolog) (Actin-binding-like protein) (Beta-filamin) (Filamin homolog 1, Fh1) (Filamin-3) (Thyroid autoantigen) (Truncated actin-binding protein, Truncated ABP)",FLNB,268470016,951200000,443000000,830990016,401209984,633009984,135140000,488840000,67334000,39344000,566550,146700,2614000,304980
