Uniprot_Id,Protein_Name,Gene_Name,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14
A8TX70,Collagen alpha-5(VI) chain (Collagen alpha-1(XXIX) chain) (von Willebrand factor A domain-containing protein 4),COL6A5,0.7095460706,0.7138400744,0.6254585605,0.8159629312,0.6292526144,0.8104773146,0.5874048748,0.7484751711,0.5773607643,0.5581501193,0.474527025,0.5317865709,0.5588664903,0.5934103192
B9A064,Immunoglobulin lambda-like polypeptide 5 (G lambda-1) (Germline immunoglobulin lambda 1),IGLL5,0.6454749695,0.6801640257,0.7108393299,0.665756914,0.730694182,0.663342326,0.673041771,0.6894023621,0.7241723979,0.5391024184,0.6417391371,0.6277097421,0.6817249114,0.6649364237
O00116,"Alkyldihydroxyacetonephosphate synthase, peroxisomal, Alkyl-DHAP synthase, EC 2.5.1.26 (Aging-associated gene 5 protein) (Alkylglycerone-phosphate synthase)",AGPS,0.7156516587,0.6668946879,0.7111149577,0.653107025,0.6719039972,0.6860843341,0.6297020225,0.6883662348,0.6250730836,0.6519993672,0.640721204,0.5685922718,0.9242224169,0.6650816963
O00151,PDZ and LIM domain protein 1 (C-terminal LIM domain protein 1) (Elfin) (LIM domain protein CLP-36),PDLIM1,0.646220793,0.6910119401,0.6693993425,0.7458122165,0.7431022584,0.7396041374,0.7077427691,0.7402774653,0.4947563369,0.553203907,0.3185592809,0.3424400279,0.3934768891,0.3733988005
O00154,"Cytosolic acyl coenzyme A thioester hydrolase, EC 3.1.2.2 (Acyl-CoA thioesterase 7) (Brain acyl-CoA hydrolase, BACH, hBACH) (CTE-IIa, CTE-II) (Long chain acyl-CoA thioester hydrolase)",ACOT7,0.6538082576,0.6622076079,0.6866733855,0.6969846399,0.6589020846,0.6318156113,0.6523575539,0.6695393478,0.6173286459,0.6223895977,0.7085802273,0.7132183336,0.6692593373,0.7142822449
O00159,"Unconventional myosin-Ic (Myosin I beta, MMI-beta, MMIb)",MYO1C,0.7050809805,0.7594063166,0.680032424,0.747530397,0.7109235663,0.7163021484,0.658766261,0.7099640358,0.4604788527,0.4072824044,0.3082105524,0.2746379195,0.2508971777,0.266135073
O00160,Unconventional myosin-If (Myosin-Ie),MYO1F,0.7343346805,0.6654061771,0.7800104904,0.6468170015,0.6750393589,0.6508609901,0.6733925079,0.6379682029,0.7363737232,0.7043945447,0.5883552982,0.5511074469,0.6073925449,0.6116448025
O00161,"Synaptosomal-associated protein 23, SNAP-23 (Vesicle-membrane fusion protein SNAP-23)",SNAP23,0.7104318591,0.6670078742,0.6651020014,0.6858115209,0.6768421779,0.6717908108,0.6887727004,0.656044361,0.6600984822,0.7238087542,0.5195348143,0.575085307,0.5887354474,0.5792055909
O00178,"GTP-binding protein 1, G-protein 1, GP-1, GP1",GTPBP1,0.6883904804,0.6906213166,0.6706962608,0.6792540318,0.6763534675,0.6681024242,0.6098731047,0.6983228923,0.5604002454,0.5862224094,0.6452883226,0.5232062028,0.5112129856,0.5268963083
O00187,"Mannan-binding lectin serine protease 2, EC 3.4.21.104 (MBL-associated serine protease 2) (Mannose-binding protein-associated serine protease 2, MASP-2) [Cleaved into: Mannan-binding lectin serine protease 2 A chain; Mannan-binding lectin serine protease 2 B chain ]",MASP2,0.6907809435,0.6733091561,0.6518093026,0.6874093178,0.7178506902,0.6725418212,0.5516751477,0.6950719367,0.6662568639,0.6157362771,0.5977459737,0.5852211678,0.595314267,0.5481307067
O00231,26S proteasome non-ATPase regulatory subunit 11 (26S proteasome regulatory subunit RPN6) (26S proteasome regulatory subunit S9) (26S proteasome regulatory subunit p44.5),PSMD11,0.6704034641,0.668395221,0.699494401,0.6799433626,0.6653048925,0.643358164,0.6653232274,0.6955154693,0.5895983173,0.6218128751,0.682315732,0.6661008557,0.6828377964,0.678699077
O00232,26S proteasome non-ATPase regulatory subunit 12 (26S proteasome regulatory subunit RPN5) (26S proteasome regulatory subunit p55),PSMD12,0.686140103,0.6905556162,0.6947347852,0.6783290804,0.6604696047,0.6819126037,0.7138054953,0.7014871236,0.3480980979,0.5420513746,0.6195146499,0.6269560779,0.6431941946,0.6017153258
O00233,26S proteasome non-ATPase regulatory subunit 9 (26S proteasome regulatory subunit p27),PSMD9,0.6768728568,0.6520127163,0.6743842051,0.6514121654,0.664770082,0.6636145763,0.6693993425,0.6599927746,0.5394275828,0.5764633053,0.6747863684,0.7082024303,0.6861232557,0.7120374967
O00264,"Membrane-associated progesterone receptor component 1, mPR (Dap1) (IZA)",PGRMC1,0.6749259313,0.6993865623,0.6908512276,0.7026283957,0.6638727537,0.6283090868,0.6376212783,0.7440759824,0.6031576775,0.5753605629,0.5711320182,0.5642962173,0.5860370391,0.5977235024
O00299,"Chloride intracellular channel protein 1 (Chloride channel ABP) (Nuclear chloride ion channel 27, NCC27) (Regulatory nuclear chloride ion channel protein, hRNCC)",CLIC1,0.6903102251,0.7031798523,0.7117767057,0.7154842314,0.6885712167,0.6825801819,0.6562185032,0.7126630572,0.556509189,0.5895811483,0.5610960699,0.5630890339,0.565070257,0.5874523608
O00303,"Eukaryotic translation initiation factor 3 subunit F, eIF3f (Deubiquitinating enzyme eIF3f, EC 3.4.19.12) (Eukaryotic translation initiation factor 3 subunit 5) (eIF-3-epsilon) (eIF3 p47)",EIF3F,0.7306363223,0.6709137474,0.7229204325,0.685928326,0.6763384887,0.6678849376,0.65426623,0.6910892204,0.6305589415,0.6166237092,0.6241711314,0.4712553973,0.5741360195,0.5434686262
O00401,"Neural Wiskott-Aldrich syndrome protein, N-WASP",WASL,0.6718859838,0.7509797855,0.7314449914,0.6004402808,0.6669127012,0.6736241881,0.4783731486,0.7025144052,0.5334073569,0.6641717827,0.6220365337,0.6110028319,0.6369981805,0.6411665586
O00410,"Importin-5, Imp5 (Importin subunit beta-3) (Karyopherin beta-3) (Ran-binding protein 5, RanBP5)",IPO5,0.6881837294,0.6872692321,0.6867942114,0.6976539872,0.6764392909,0.6828881372,0.6623593942,0.6814206955,0.4988675136,0.5522196483,0.6173733173,0.604888403,0.6212929015,0.6270554728
O00429,"Dynamin-1-like protein, EC 3.6.5.5 (Dnm1p/Vps1p-like protein, DVLP) (Dynamin family member proline-rich carboxyl-terminal domain less, Dymple) (Dynamin-like protein) (Dynamin-like protein 4) (Dynamin-like protein IV, HdynIV) (Dynamin-related protein 1)",DNM1L,0.6777292933,0.7110353453,0.7395841137,0.7321964843,0.6850160804,0.6598325044,0.6693993425,0.6856545075,0.5933437594,0.4993129812,0.4985117908,0.4467842117,0.4934736121,0.4063093639
O00442,"RNA 3'-terminal phosphate cyclase, RNA cyclase, RNA-3'-phosphate cyclase, EC 6.5.1.4 (RNA terminal phosphate cyclase domain-containing protein 1, RTC domain-containing protein 1)",RTCA,0.6534372155,0.6693265655,0.6801666393,0.6882347537,0.693718199,0.664313718,0.6378489024,0.6757524931,0.5388776139,0.5512888265,0.6694721195,0.6414611773,0.674347696,0.6537338723
O00468,"Agrin [Cleaved into: Agrin N-terminal 110 kDa subunit; Agrin C-terminal 110 kDa subunit; Agrin C-terminal 90 kDa fragment, C90; Agrin C-terminal 22 kDa fragment, C22 ]",AGRN,0.7180877985,0.7591012162,0.6693993425,0.708334233,0.6825497845,0.6646636105,0.6330112449,0.7347863805,0.5682259642,0.5417008789,0.5709253375,0.5433172822,0.569966792,0.2777231013
O00483,"Cytochrome c oxidase subunit NDUFA4 (Complex I-MLRQ, CI-MLRQ) (NADH-ubiquinone oxidoreductase MLRQ subunit)",NDUFA4,0.6666336557,0.6697226976,0.7267126368,0.6735912173,0.6539222079,0.7133911489,0.6690759875,0.7018500839,0.5615656726,0.3975224056,0.5601729882,0.5684480044,0.5813500898,0.54078606
O00487,"26S proteasome non-ATPase regulatory subunit 14, EC 3.4.19.- (26S proteasome regulatory subunit RPN11) (26S proteasome-associated PAD1 homolog 1)",PSMD14,0.6716603349,0.6752982199,0.6989911942,0.7041511237,0.6991117387,0.6538929363,0.7038735257,0.6388781969,0.5843851721,0.5480166358,0.6209651638,0.6610422913,0.6500335036,0.6693993425
O00505,"Importin subunit alpha-4 (Importin alpha Q2, Qip2) (Karyopherin subunit alpha-3) (SRP1-gamma)",KPNA3,0.6609170425,0.7203615369,0.6778816425,0.7110116627,0.702867072,0.6466829872,0.627616298,0.7155494895,0.6589929955,0.6874396348,0.5628504781,0.5871547994,0.5657691977,0.5735424145
O00534,"von Willebrand factor A domain-containing protein 5A (Breast cancer suppressor candidate 1, BCSC-1) (Loss of heterozygosity 11 chromosomal region 2 gene A protein)",VWA5A,0.6641698125,0.7129602367,0.7637971822,0.7586633077,0.6131273222,0.7136225476,0.5517801717,0.6746288725,0.5620988244,0.4846389266,0.4785535632,0.5228170268,0.4505764965,0.5519008468
O00560,"Syntenin-1 (Melanoma differentiation-associated protein 9, MDA-9) (Pro-TGF-alpha cytoplasmic domain-interacting protein 18, TACIP18) (Scaffold protein Pbp1) (Syndecan-binding protein 1)",SDCBP,0.7346194759,0.7063937409,0.7468904017,0.7387269132,0.6811482442,0.6750896595,0.6637090255,0.743059919,0.625856703,0.6193421563,0.5901100883,0.5938866919,0.5890054863,0.5714853686
O00567,Nucleolar protein 56 (Nucleolar protein 5A),NOP56,0.6511387088,0.6615959192,0.704034962,0.6779114771,0.687420174,0.6478237768,0.6772027658,0.6884519187,0.5887493595,0.6539425935,0.6332468931,0.6235592818,0.6351832639,0.6255631623
O00629,"Importin subunit alpha-3 (Importin alpha Q1, Qip1) (Karyopherin subunit alpha-4)",KPNA4,0.6967228035,0.6709497741,0.6873654505,0.6740089814,0.6973650103,0.679424153,0.6144231951,0.6693993425,0.5642233901,0.5607868883,0.6289720008,0.6353781459,0.6333714307,0.6453703877
O00743,"Serine/threonine-protein phosphatase 6 catalytic subunit, PP6C, EC 3.1.3.16 [Cleaved into: Serine/threonine-protein phosphatase 6 catalytic subunit, N-terminally processed ]",PPP6C,0.6631035691,0.7036582103,0.6868480101,0.6757081434,0.6912872462,0.6756951159,0.6553844626,0.6817559522,0.5932820698,0.567367266,0.6546240435,0.6272404309,0.6486725737,0.6388702759
O14558,"Heat shock protein beta-6, HspB6 (Heat shock 20 kDa-like protein p20)",HSPB6,0.6894661727,0.7111091677,0.7086594377,0.6693993425,0.7288312115,0.7021257519,0.6569657339,0.7086622522,0.5422117654,0.5391634345,0.4073668418,0.4249635965,0.5028410171,0.4916947975
O14618,Copper chaperone for superoxide dismutase (Superoxide dismutase copper chaperone),CCS,0.6659496323,0.6725795953,0.6784163725,0.6693993425,0.6529103199,0.6669077154,0.8078887453,0.6667532351,0.4979055303,0.6110931196,0.7149937708,0.6652989819,0.7272233625,0.6769783634
O14672,"Disintegrin and metalloproteinase domain-containing protein 10, ADAM 10, EC 3.4.24.81 (CDw156) (Kuzbanian protein homolog) (Mammalian disintegrin-metalloprotease) (CD antigen CD156c)",ADAM10,0.6693993425,0.7563106002,0.7394682334,0.711832354,0.7140052903,0.63585381,0.504703465,0.7452125501,0.5075021226,0.5202746066,0.5618896006,0.4842039132,0.5220775361,0.5628905758
O14737,"Programmed cell death protein 5 (TF-1 cell apoptosis-related protein 19, Protein TFAR19)",PDCD5,0.7026407396,0.7052286254,0.7078048507,0.704570094,0.6896290967,0.663769539,0.5931009014,0.706977525,0.5040690586,0.5522467085,0.6513393079,0.6088028003,0.6645499818,0.6742487032
O14744,"Protein arginine N-methyltransferase 5, PRMT5, EC 2.1.1.320 (72 kDa ICln-binding protein) (Histone-arginine N-methyltransferase PRMT5) (Jak-binding protein 1) (Shk1 kinase-binding protein 1 homolog, SKB1 homolog, SKB1Hs) [Cleaved into: Protein arginine N-methyltransferase 5, N-terminally processed ]",PRMT5,0.5903007962,0.6693993425,0.6495346796,0.6627578985,0.6053227731,0.5778238432,0.6331104161,0.6721257056,0.6075347114,0.7348254629,0.7409671179,0.7326074934,0.7483923018,0.737109374
O14745,"Na(+)/H(+) exchange regulatory cofactor NHE-RF1, NHERF-1 (Ezrin-radixin-moesin-binding phosphoprotein 50, EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1)",SLC9A3R1,0.7460923878,0.6824619695,0.7385025107,0.6495676504,0.6406540361,0.7325851376,0.5027396118,0.7145405429,0.6961434021,0.6693993425,0.4772272929,0.5287857259,0.5081927401,0.4883254234
O14773,"Tripeptidyl-peptidase 1, TPP-1, EC 3.4.14.9 (Cell growth-inhibiting gene 1 protein) (Lysosomal pepstatin-insensitive protease, LPIC) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase I, TPP-I)",TPP1,0.6694040871,0.6735946752,0.6917669713,0.719225693,0.7056673782,0.6532138987,0.6561817528,0.6693945979,0.6521290791,0.6186370236,0.5929629417,0.6110245997,0.621615186,0.6138184524
O14818,Proteasome subunit alpha type-7 (Proteasome subunit RC6-1) (Proteasome subunit XAPC7),PSMA7,0.6738726351,0.685903035,0.7012598664,0.6899159828,0.6662691676,0.6629290652,0.6707827086,0.6746696437,0.660225862,0.6066488022,0.6680159764,0.6580562229,0.6754161508,0.6640471772
O14907,"Tax1-binding protein 3 (Glutaminase-interacting protein 3) (Tax interaction protein 1, TIP-1) (Tax-interacting protein 1)",TAX1BP3,0.6639072122,0.7132818627,0.6810221108,0.6738583611,0.6881837696,0.6619582361,0.6649403239,0.6740403438,0.569119714,0.5576107754,0.5816739072,0.5603732053,0.5818855234,0.5815643798
O14980,"Exportin-1, Exp1 (Chromosome region maintenance 1 protein homolog)",XPO1,0.6940068946,0.7084706195,0.7227463306,0.6936405971,0.665525837,0.6732728481,0.6739366869,0.6992805331,0.593879575,0.6032718288,0.6180857679,0.6114743997,0.6597892403,0.5128281123
O15067,"Phosphoribosylformylglycinamidine synthase, FGAM synthase, FGAMS, EC 6.3.5.3 (Formylglycinamide ribonucleotide amidotransferase, FGAR amidotransferase, FGAR-AT) (Formylglycinamide ribotide amidotransferase) (Phosphoribosylformylglycineamide amidotransferase)",PFAS,0.6664476924,0.6705997609,0.689443053,0.6131227385,0.6566205458,0.6496239822,0.6620016811,0.6681989241,0.5369793003,0.5295095253,0.7090095312,0.7199599365,0.7272357869,0.7332422616
O15143,Actin-related protein 2/3 complex subunit 1B (Arp2/3 complex 41 kDa subunit) (p41-ARC),ARPC1B,0.7044784996,0.7035849106,0.7336692334,0.6506030138,0.6509287813,0.63404114,0.610226817,0.6933097633,0.6847394473,0.6693993425,0.5723943171,0.5939376308,0.2145842696,0.5781897687
O15144,"Actin-related protein 2/3 complex subunit 2 (Arp2/3 complex 34 kDa subunit, p34-ARC)",ARPC2,0.6733863158,0.6694662491,0.7194560865,0.6693993425,0.700815605,0.6430681416,0.5115569675,0.6879413941,0.6086036085,0.5978418605,0.3988274058,0.577059946,0.5372120962,0.6045198237
O15145,"Actin-related protein 2/3 complex subunit 3 (Arp2/3 complex 21 kDa subunit, p21-ARC)",ARPC3,0.7127274709,0.5658223128,0.7608526891,0.7236648487,0.6908884202,0.7218057783,0.6693993425,0.7173210264,0.3844557578,0.4280366154,0.302046622,0.3359159117,0.3448977193,0.3643351289
O15162,"Phospholipid scramblase 1, PL scramblase 1 (Ca(2+)-dependent phospholipid scramblase 1) (Erythrocyte phospholipid scramblase) (Mg(2+)-dependent nuclease, EC 3.1.-.-) (MmTRA1b)",PLSCR1,0.6693993425,0.723862191,0.7148563388,0.6864314121,0.7096728473,0.6499546954,0.6238801038,0.7370628128,0.6143998743,0.5992181399,0.5945715094,0.657781158,0.6093554883,0.6600886312
O15230,Laminin subunit alpha-5 (Laminin-10 subunit alpha) (Laminin-11 subunit alpha) (Laminin-15 subunit alpha),LAMA5,0.7107304861,0.7580585348,0.6693993425,0.6936376216,0.7234652548,0.653654099,0.6940737207,0.7525660829,0.5475681526,0.5384291306,0.3426950289,0.3082396632,0.443375534,0.4132024715
O15231,Zinc finger protein 185 (LIM domain protein ZNF185) (P1-A),ZNF185,0.6583728632,0.6933835053,0.7241293348,0.6970232398,0.6804258219,0.5432616842,0.6545751904,0.7795443155,0.6437915691,0.6070210304,0.5644561156,0.5406725922,0.5974490104,0.5228310796
O15247,Chloride intracellular channel protein 2 (XAP121),CLIC2,0.7305072537,0.747886562,0.7096118916,0.7312526349,0.6679475017,0.6693993425,0.6279684824,0.7514736237,0.5412827128,0.5302879175,0.5185482035,0.4557211669,0.5160917184,0.4378146877
O15305,"Phosphomannomutase 2, PMM 2, EC 5.4.2.8",PMM2,0.6842805502,0.7142364477,0.7165394879,0.6793095996,0.722518631,0.6594890854,0.6200212541,0.7474034595,0.652954515,0.679418162,0.6346176062,0.6381998429,0.6468266113,0.5921594243
O15371,"Eukaryotic translation initiation factor 3 subunit D, eIF3d (Eukaryotic translation initiation factor 3 subunit 7) (eIF-3-zeta) (eIF3 p66)",EIF3D,0.6425783243,0.6836108007,0.7426135668,0.6649384743,0.6583120682,0.6886402945,0.6738602107,0.6769843946,0.6047174273,0.5838619015,0.6130683366,0.5815055652,0.5920199417,0.5853187382
O15400,Syntaxin-7,STX7,0.6674453002,0.6713533848,0.6970686752,0.6949593484,0.7039402715,0.6475294923,0.6325929179,0.7327306111,0.6935280943,0.7008673129,0.610939147,0.554777016,0.5781582956,0.5968284508
O15498,"Synaptobrevin homolog YKT6, EC 2.3.1.-",YKT6,0.6654200088,0.6733786763,0.6773974141,0.681748192,0.6613629122,0.6685714395,0.7069295967,0.6616301365,0.6593829758,0.6443295962,0.6380186241,0.643002763,0.6781232541,0.686364425
O15533,"Tapasin, TPN, TPSN (NGS-17) (TAP-associated protein) (TAP-binding protein)",TAPBP,0.7428833644,0.6896340021,0.7004394163,0.561364018,0.6234396622,0.6786794956,0.5120634311,0.7072823038,0.5830258305,0.6601191895,0.5990298998,0.5928077578,0.6152511491,0.5779841134
O43143,"ATP-dependent RNA helicase DHX15, EC 3.6.4.13 (ATP-dependent RNA helicase #46) (DEAH box protein 15) (Splicing factor Prp43, hPrp43)",DHX15,0.6527537148,0.6759744831,0.6883852533,0.6654710331,0.6635534999,0.6538484257,0.6931964965,0.6776063766,0.6178571034,0.6733276519,0.6437416129,0.6191928378,0.6524154526,0.6283701054
O43169,Cytochrome b5 type B (Cytochrome b5 outer mitochondrial membrane isoform),CYB5B,0.7015461092,0.7140190415,0.711636218,0.7253847984,0.7024721061,0.6951408487,0.6436578364,0.724538816,0.616931388,0.6383183367,0.5852864208,0.5718613563,0.5650414679,0.5671725875
O43175,"D-3-phosphoglycerate dehydrogenase, 3-PGDH, EC 1.1.1.95 (2-oxoglutarate reductase, EC 1.1.1.399) (Malate dehydrogenase, EC 1.1.1.37)",PHGDH,0.7077308675,0.7433768809,0.6779029931,0.6538837688,0.6579875873,0.6752514174,0.6464229603,0.6525597903,0.695554029,0.6693993425,0.4818286488,0.5782261874,0.5637271494,0.5636672391
O43242,26S proteasome non-ATPase regulatory subunit 3 (26S proteasome regulatory subunit RPN3) (26S proteasome regulatory subunit S3) (Proteasome subunit p58),PSMD3,0.6740811954,0.6751927938,0.6856557138,0.64807729,0.689183026,0.5952200389,0.5736736242,0.6884631368,0.5589763694,0.5380220619,0.6647174896,0.694440742,0.5934086556,0.7107584711
O43324,Eukaryotic translation elongation factor 1 epsilon-1 (Aminoacyl tRNA synthetase complex-interacting multifunctional protein 3) (Elongation factor p18) (Multisynthase complex auxiliary component p18),EEF1E1,0.6685169056,0.6881256284,0.7047222422,0.7006382061,0.6517023083,0.6732963297,0.6655023553,0.7037047313,0.6321436305,0.6293207952,0.5579278982,0.5711195234,0.5586283265,0.577069204
O43390,"Heterogeneous nuclear ribonucleoprotein R, hnRNP R",HNRNPR,0.6585190605,0.6716454579,0.6725010098,0.7299425685,0.6671532272,0.677539269,0.6198304859,0.6808977868,0.566673673,0.4460036281,0.5834418857,0.4339133983,0.5802062645,0.5367415185
O43396,Thioredoxin-like protein 1 (32 kDa thioredoxin-related protein),TXNL1,0.6707436664,0.6876194865,0.6860354408,0.6807157236,0.6644802607,0.6680550187,0.5300634749,0.6916687826,0.5231184583,0.6483764397,0.6708146742,0.6867978704,0.660641093,0.6617059693
O43399,"Tumor protein D54, hD54 (Tumor protein D52-like 2)",TPD52L2,0.6825018562,0.7173980655,0.7367249828,0.6886121487,0.7282818054,0.6742589965,0.6645396886,0.7367365628,0.5971096676,0.5812007763,0.4068227432,0.5340161908,0.4771802492,0.5373295144
O43488,"Aflatoxin B1 aldehyde reductase member 2, EC 1.1.1.n11 (AFB1 aldehyde reductase 1, AFB1-AR 1) (Aldoketoreductase 7) (Succinic semialdehyde reductase, SSA reductase)",AKR7A2,0.6811787623,0.6945784152,0.7046465702,0.6945611256,0.6633787145,0.6754199706,0.644680896,0.6829335323,0.5425197609,0.4717020309,0.6317309326,0.6790358214,0.6328040114,0.6625758354
O43491,"Band 4.1-like protein 2 (Erythrocyte membrane protein band 4.1-like 2) (Generally expressed protein 4.1, 4.1G)",EPB41L2,0.6693993425,0.7206115118,0.6860791875,0.6859042814,0.6878145771,0.6692116502,0.5781252444,0.6901715065,0.5161908921,0.4680330247,0.2410423676,0.3782609474,0.3146739541,0.2917440527
O43504,"Ragulator complex protein LAMTOR5 (Hepatitis B virus X-interacting protein, HBV X-interacting protein, HBX-interacting protein) (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 5)",LAMTOR5,0.7123679284,0.7063595237,0.7318915446,0.7091590658,0.6693993425,0.6478554207,0.6340445979,0.7153184929,0.5923628229,0.5063865839,0.6571375038,0.6869068348,0.5688055264,0.6493034015
O43633,"Charged multivesicular body protein 2a (Chromatin-modifying protein 2a, CHMP2a) (Putative breast adenocarcinoma marker BC-2) (Vacuolar protein sorting-associated protein 2-1, Vps2-1, hVps2-1)",CHMP2A,0.6792095212,0.672471899,0.6843003728,0.6843818348,0.6056409815,0.6644810621,0.6693993425,0.6731823794,0.6314353389,0.637294204,0.6230342822,0.6541311301,0.615634912,0.6601214411
O43670,"BUB3-interacting and GLEBS motif-containing protein ZNF207, BuGZ, hBuGZ (Zinc finger protein 207)",ZNF207,0.6282918374,0.6596853421,0.6928665071,0.6917824917,0.6678338731,0.6693993425,0.6549446644,0.7198921855,0.7780152747,0.6942388964,0.5867370855,0.6015772103,0.5934895396,0.5634976305
O43681,"ATPase GET3, EC 3.6.-.- (Arsenical pump-driving ATPase) (Arsenite-stimulated ATPase) (Guided entry of tail-anchored proteins factor 3, ATPase) (Transmembrane domain recognition complex 40 kDa ATPase subunit) (hARSA-I) (hASNA-I)",GET3,0.6860567512,0.7016637586,0.7168318524,0.6970130269,0.6831700375,0.6693993425,0.6507743199,0.6922968361,0.6268461082,0.5908177944,0.6161493368,0.6011871899,0.6334697802,0.6368496084
O43684,Mitotic checkpoint protein BUB3,BUB3,0.7003540541,0.7317213429,0.7646850616,0.6837143371,0.7194476025,0.6304273398,0.6102120606,0.7442192848,0.6294579984,0.655084348,0.5540280562,0.5529901898,0.5124111121,0.5455143032
O43707,Alpha-actinin-4 (Non-muscle alpha-actinin 4),ACTN4,0.6854680215,0.7083719484,0.703460667,0.7021480273,0.6994117729,0.6720454499,0.6667532351,0.7046885477,0.5726543441,0.4967534825,0.414461594,0.4054317778,0.5264045207,0.4080671897
O43747,AP-1 complex subunit gamma-1 (Adaptor protein complex AP-1 subunit gamma-1) (Adaptor-related protein complex 1 subunit gamma-1) (Clathrin assembly protein complex 1 gamma-1 large chain) (Gamma1-adaptin) (Golgi adaptor HA1/AP1 adaptin subunit gamma-1),AP1G1,0.6273132482,0.6802633804,0.6946762017,0.6693993425,0.6406056253,0.646472899,0.6433339184,0.688017629,0.634198274,0.6566238265,0.7405680908,0.5783117305,0.7339043715,0.5492717375
O43768,Alpha-endosulfine (ARPP-19e),ENSA,0.7105906819,0.6978783495,0.71759971,0.6397780181,0.6614681373,0.6773305478,0.5792083351,0.6977963246,0.6162602363,0.6098080578,0.5484927623,0.5323918966,0.5452138669,0.5357345723
O43776,"Asparagine--tRNA ligase, cytoplasmic, EC 6.1.1.22 (Asparaginyl-tRNA synthetase, AsnRS) (Asparaginyl-tRNA synthetase 1)",NARS1,0.7397018435,0.7506463784,0.8353015491,0.7433697239,0.762691012,0.6693993425,0.6205024468,0.7862752631,0.4445102119,0.4494700649,0.5049246105,0.526126199,0.5190640055,0.6171149791
